,Year,Sunspot_Number
226,1818.621,29.50067900755479
227,1818.623,29.485833653062773
228,1818.626,29.47097703270954
229,1818.629,29.456109146495095
230,1818.632,29.44122999441943
231,1818.634,29.426339576482555
232,1818.637,29.41143789268446
233,1818.64,29.39652494302515
234,1818.642,29.381600727504622
235,1818.645,29.36666524612288
236,1818.648,29.351718498879926
237,1818.651,29.336760485775752
238,1818.653,29.321791206810364
239,1818.656,29.30681066198376
240,1818.659,29.29181885129594
241,1818.662,29.276815774746904
242,1818.664,29.261801432336654
243,1818.667,29.246775824065185
244,1818.67,29.231738949932502
245,1818.673,29.216690809938605
246,1818.675,29.20163140408349
247,1818.678,29.18656073236716
248,1818.681,29.171478794789614
249,1818.684,29.156385591350855
250,1818.686,29.141281122050877
251,1818.689,29.126165386889685
252,1818.692,29.111038385867275
253,1818.695,29.09590011898365
254,1818.697,29.080750586238814
255,1818.7,29.065589787632756
256,1818.703,29.050417723165484
257,1818.705,29.035234392836998
258,1818.708,29.020039796647296
259,1818.711,29.004833934596377
260,1818.714,28.989616806684246
261,1818.716,28.974388412910894
262,1818.719,28.95914875327633
263,1818.722,28.94389782778055
264,1818.725,28.928635636423554
265,1818.727,28.91336217920534
266,1818.73,28.89807745612591
267,1818.733,28.882781467185268
268,1818.736,28.86747421238341
269,1818.738,28.852155691720334
270,1818.741,28.836825905196044
271,1818.744,28.821484852810535
272,1818.747,28.806132534563815
273,1818.749,28.790768950455877
274,1818.752,28.77539410048672
275,1818.755,28.760007984656355
276,1818.758,28.74461060296477
277,1818.76,28.729201955411966
278,1818.763,28.713782041997952
279,1818.766,28.69835086272272
280,1818.768,28.682908417586273
281,1818.771,28.667454706588607
282,1818.774,28.651989729729728
283,1818.777,28.636513487009633
284,1818.779,28.621025978428325
285,1818.782,28.605527203985798
286,1818.785,28.590017163682056
287,1818.788,28.574495857517096
288,1818.79,28.558963285490925
289,1818.793,28.543419447603533
290,1818.796,28.52786434385493
291,1818.799,28.512297974245108
292,1818.801,28.496720338774075
293,1818.804,28.48113143744182
294,1818.807,28.465531270248356
295,1818.81,28.449919837193672
296,1818.812,28.43429713827777
297,1818.815,28.418663173500658
298,1818.818,28.403017942862327
299,1818.821,28.38736144636278
300,1818.823,28.371693684002018
301,1818.826,28.356014655780044
302,1818.829,28.34032436169685
303,1818.832,28.32462280175244
304,1818.834,28.30890997594682
305,1818.837,28.29318588427998
306,1818.84,28.27745052675192
307,1818.842,28.261703903362648
308,1818.845,28.245946014112164
309,1818.848,28.23017685900046
310,1818.851,28.214396438027542
311,1818.853,28.198604751193407
312,1818.856,28.182801798498055
313,1818.859,28.16698757994149
314,1818.862,28.15116209552371
315,1818.864,28.13532534524471
316,1818.867,28.119477329104498
317,1818.87,28.10361804710307
318,1818.873,28.087747499240425
319,1818.875,28.071865685516567
320,1818.878,28.05597260593149
321,1818.881,28.0400682604852
322,1818.884,28.024152649177694
323,1818.886,28.00822577200897
324,1818.889,27.99228762897903
325,1818.892,27.976338220087875
326,1818.895,27.960377545335508
327,1818.897,27.944405604721922
328,1818.9,27.928422398247122
329,1818.903,27.912427925911103
330,1818.905,27.89642218771387
331,1818.908,27.880405183655423
332,1818.911,27.86437691373576
333,1818.914,27.848337377954877
334,1818.916,27.832286576312782
335,1818.919,27.816224508809473
336,1818.922,27.800151175444945
337,1818.925,27.784066576219203
338,1818.927,27.767970711132246
339,1818.93,27.75186358018407
340,1818.933,27.735745183374682
341,1818.936,27.719615520704078
342,1818.938,27.703474592172256
343,1818.941,27.68732239777922
344,1818.944,27.671158937524964
345,1818.947,27.6549842114095
346,1818.949,27.638798219432815
347,1818.952,27.622600961594916
348,1818.955,27.6063924378958
349,1818.958,27.590172648335468
350,1818.96,27.573941592913926
351,1818.963,27.55769927163116
352,1818.966,27.541445684487183
353,1818.968,27.52518083148199
354,1818.971,27.508904712615582
355,1818.974,27.492617327887956
356,1818.977,27.476318677299115
357,1818.979,27.460008760849057
358,1818.982,27.443687578537787
359,1818.985,27.4273551303653
360,1818.988,27.411011416331597
361,1818.99,27.394656436436676
362,1818.993,27.37829019068054
363,1818.996,27.36191267906319
364,1818.999,27.345523901584624
365,1819.001,27.32912385824484
366,1819.004,27.312712549043844
367,1819.007,27.296289973981633
368,1819.01,27.279856133058203
369,1819.012,27.26341102627356
370,1819.015,27.246954653627697
371,1819.018,27.230487015120623
372,1819.021,27.21400811075233
373,1819.023,27.197517940522822
374,1819.026,27.1810165044321
375,1819.029,27.164503802480162
376,1819.032,27.147979834667005
377,1819.034,27.131444600992637
378,1819.037,27.11489810145705
379,1819.04,27.098340336060247
380,1819.042,27.08177130480223
381,1819.045,27.065191007682998
382,1819.048,27.04859944470255
383,1819.051,27.031996615860884
384,1819.053,27.015382521158003
385,1819.056,26.998757160593907
386,1819.059,26.982120534168597
387,1819.062,26.96547264188207
388,1819.064,26.948813483734327
389,1819.067,26.93214305972537
390,1819.07,26.915461369855194
391,1819.073,26.898768414123804
392,1819.075,26.882064192531196
393,1819.078,26.865348705077377
394,1819.081,26.84862195176234
395,1819.084,26.831883932586088
396,1819.086,26.815134647548618
397,1819.089,26.798374096649933
398,1819.092,26.781602279890034
399,1819.095,26.76481919726892
400,1819.097,26.748024848786585
401,1819.1,26.73121923444304
402,1819.103,26.714402354238278
403,1819.105,26.6975742081723
404,1819.108,26.680734796245105
405,1819.111,26.663884118456696
406,1819.114,26.64702217480707
407,1819.116,26.63014896529623
408,1819.119,26.61326448992417
409,1819.122,26.5963687486909
410,1819.125,26.57946174159641
411,1819.127,26.562543468640705
412,1819.13,26.545613929823787
413,1819.133,26.52867312514565
414,1819.136,26.5117210546063
415,1819.138,26.494757718205733
416,1819.141,26.47778311594395
417,1819.144,26.460797247820953
418,1819.147,26.44380011383674
419,1819.149,26.42679171399131
420,1819.152,26.409772048284665
421,1819.155,26.392741116716806
422,1819.158,26.37569891928773
423,1819.16,26.358645455997436
424,1819.163,26.341580726845926
425,1819.166,26.324504731833205
426,1819.168,26.307417470959265
427,1819.171,26.29031894422411
428,1819.174,26.27320915162774
429,1819.177,26.256088093170153
430,1819.179,26.23895576885135
431,1819.182,26.221812178671332
432,1819.185,26.204657322630098
433,1819.188,26.18749120072765
434,1819.19,26.170313812963983
435,1819.193,26.153125159339105
436,1819.196,26.13592523985301
437,1819.199,26.118714054505695
438,1819.201,26.10149160329717
439,1819.204,26.084257886227423
440,1819.207,26.067012903296465
441,1819.21,26.04975665450429
442,1819.212,26.032489139850902
443,1819.215,26.015210359336294
444,1819.218,25.99792031296047
445,1819.221,25.980619000723433
446,1819.223,25.96330642262518
447,1819.226,25.945982578665713
448,1819.229,25.92864746884503
449,1819.232,25.911301093163125
450,1819.234,25.89394345162001
451,1819.237,25.87657454421568
452,1819.24,25.85919437095013
453,1819.242,25.841802931823366
454,1819.245,25.82440022683539
455,1819.248,25.806986255986196
456,1819.251,25.789561019275784
457,1819.253,25.77212451670416
458,1819.256,25.754676748271315
459,1819.259,25.73721771397726
460,1819.262,25.719747413821985
461,1819.264,25.7022658478055
462,1819.267,25.684773015927792
463,1819.27,25.667268918188874
464,1819.273,25.649753554588738
465,1819.275,25.632226925127387
466,1819.278,25.61468902980482
467,1819.281,25.597139868621035
468,1819.284,25.579579441576037
469,1819.286,25.562007748669824
470,1819.289,25.544424789902394
471,1819.292,25.526830565273748
472,1819.295,25.509225074783885
473,1819.297,25.49160831843281
474,1819.3,25.473980296220518
475,1819.303,25.456341008147007
476,1819.305,25.438690454212285
477,1819.308,25.421028634416345
478,1819.311,25.403355548759187
479,1819.314,25.385671197240818
480,1819.316,25.36797557986123
481,1819.319,25.350268696620425
482,1819.322,25.33255054751841
483,1819.325,25.314821132555174
484,1819.327,25.297080451730725
485,1819.33,25.279328505045058
486,1819.333,25.26156529249818
487,1819.336,25.243790814090083
488,1819.338,25.22600506982077
489,1819.341,25.208208059690243
490,1819.344,25.190399783698496
491,1819.347,25.172580241845537
492,1819.349,25.15474943413136
493,1819.352,25.13690736055597
494,1819.355,25.119054021119364
495,1819.358,25.101189415821544
496,1819.36,25.083313544662502
497,1819.363,25.06542640764225
498,1819.366,25.047528004760782
499,1819.368,25.029618336018096
500,1819.371,25.011697401414196
501,1819.374,24.993765200949078
502,1819.377,24.975821734622745
503,1819.379,24.957867002435197
504,1819.382,24.939901004386435
505,1819.385,24.921923740476455
506,1819.388,24.90393521070526
507,1819.39,24.885935415072847
508,1819.393,24.867924353579223
509,1819.396,24.84990202622438
510,1819.399,24.83186843300832
511,1819.401,24.81382357393105
512,1819.404,24.79576744899256
513,1819.407,24.777700058192856
514,1819.41,24.759621401531934
515,1819.412,24.741531479009797
516,1819.415,24.723430290626446
517,1819.418,24.705317836381877
518,1819.421,24.687194116276096
519,1819.423,24.669059130309094
520,1819.426,24.65091287848088
521,1819.429,24.63275536079145
522,1819.432,24.614586577240804
523,1819.434,24.596406527828943
524,1819.437,24.578215212555865
525,1819.44,24.56001263142157
526,1819.442,24.541798784426064
527,1819.445,24.523573671569338
528,1819.448,24.505337292851397
529,1819.451,24.487089648272242
530,1819.453,24.46883073783187
531,1819.456,24.45056056153028
532,1819.459,24.43227911936748
533,1819.462,24.41398641134346
534,1819.464,24.395682437458227
535,1819.467,24.377367197711777
536,1819.47,24.35904069210411
537,1819.473,24.34070292063523
538,1819.475,24.32235388330513
539,1819.478,24.30399358011382
540,1819.481,24.28562201106129
541,1819.484,24.267239176147545
542,1819.486,24.248845075372586
543,1819.489,24.23043970873641
544,1819.492,24.212023076239017
545,1819.495,24.19359517788041
546,1819.497,24.175156013660587
547,1819.5,24.156705583579548
548,1819.503,24.138243887637294
549,1819.505,24.119770925833823
550,1819.508,24.10128669816914
551,1819.511,24.082791204643236
552,1819.514,24.06428444525612
553,1819.516,24.045766420007787
554,1819.519,24.02723712889824
555,1819.522,24.008696571927473
556,1819.525,23.990144749095492
557,1819.527,23.9715816604023
558,1819.53,23.953007305847887
559,1819.533,23.934421685432262
560,1819.536,23.915824799155416
561,1819.538,23.89721664701736
562,1819.541,23.878597229018084
563,1819.544,23.859966545157597
564,1819.547,23.841324595435893
565,1819.549,23.82267137985297
566,1819.552,23.804006898408833
567,1819.555,23.785331151103478
568,1819.558,23.766644137936915
569,1819.56,23.747945858909127
570,1819.563,23.729236314020127
571,1819.566,23.71051550326991
572,1819.568,23.691783426658482
573,1819.571,23.673040084185835
574,1819.574,23.65428547585197
575,1819.577,23.635519601656895
576,1819.579,23.6167424616006
577,1819.582,23.59795405568309
578,1819.585,23.579154383904367
579,1819.588,23.560343446264426
580,1819.59,23.541521242763267
581,1819.593,23.522687773400897
582,1819.596,23.50384303817731
583,1819.599,23.484987037092505
584,1819.601,23.466119770146484
585,1819.604,23.44724123733925
586,1819.607,23.428351438670802
587,1819.61,23.409450374141134
588,1819.612,23.39053804375025
589,1819.615,23.371614447498153
590,1819.618,23.35267958538484
591,1819.621,23.33373345741031
592,1819.623,23.314776063574566
593,1819.626,23.295807403877603
594,1819.629,23.27682747831943
595,1819.632,23.257836286900037
596,1819.634,23.23883382961943
597,1819.637,23.219820106477606
598,1819.64,23.200795117474566
599,1819.642,23.181758862610312
600,1819.645,23.162711341884844
601,1819.648,23.143652555298154
602,1819.651,23.124582502850252
603,1819.653,23.105501184541136
604,1819.656,23.086408600370802
605,1819.659,23.067304750339254
606,1819.662,23.048189634446487
607,1819.664,23.02906325269251
608,1819.667,23.009925605077314
609,1819.67,22.9907766916009
610,1819.673,22.971616512263275
611,1819.675,22.95244506706443
612,1819.678,22.93326235600437
613,1819.681,22.914068379083098
614,1819.684,22.894863136300607
615,1819.686,22.8756466276569
616,1819.689,22.85641885315198
617,1819.692,22.83717981278584
618,1819.695,22.81792950655849
619,1819.697,22.79866793446992
620,1819.7,22.779395096520137
621,1819.703,22.760110992709137
622,1819.705,22.740815623036923
623,1819.708,22.721508987503487
624,1819.711,22.70219108610884
625,1819.714,22.68286191885298
626,1819.716,22.6635214857359
627,1819.719,22.644169786757605
628,1819.722,22.624806821918096
629,1819.725,22.60543259121737
630,1819.727,22.586047094655427
631,1819.73,22.56665033223227
632,1819.733,22.5472423039479
633,1819.736,22.52782300980231
634,1819.738,22.508392449795508
635,1819.741,22.488950623927487
636,1819.744,22.469497532198254
637,1819.747,22.4500331746078
638,1819.749,22.430557551156134
639,1819.752,22.41107066184325
640,1819.755,22.391572506669153
641,1819.758,22.37206308563384
642,1819.76,22.35254239873731
643,1819.763,22.33301044597956
644,1819.766,22.313467227360604
645,1819.768,22.293912742880423
646,1819.771,22.274346992539034
647,1819.774,22.254769976336426
648,1819.777,22.2351816942726
649,1819.779,22.21558214634756
650,1819.782,22.195971332561307
651,1819.785,22.176349252913834
652,1819.788,22.15671590740515
653,1819.79,22.137071296035245
654,1819.793,22.11741541880413
655,1819.796,22.097748275711794
656,1819.799,22.07806986675824
657,1819.801,22.058380191943478
658,1819.804,22.038679251267496
659,1819.807,22.018967044730303
660,1819.81,21.99924357233189
661,1819.812,21.979508834072263
662,1819.815,21.959762829951416
663,1819.818,21.940005559969357
664,1819.821,21.92023702412608
665,1819.823,21.900457222421593
666,1819.826,21.880666154855888
667,1819.829,21.860863821428964
668,1819.832,21.841050222140826
669,1819.834,21.821225356991476
670,1819.837,21.801389225980905
671,1819.84,21.78154182910912
672,1819.842,21.761683166376116
673,1819.845,21.741813237781905
674,1819.848,21.72193204332647
675,1819.851,21.70203958300982
676,1819.853,21.68213585683196
677,1819.856,21.66222086479288
678,1819.859,21.642294606892584
679,1819.862,21.622357083131078
680,1819.864,21.602408293508347
681,1819.867,21.582448238024405
682,1819.87,21.562476916679252
683,1819.873,21.542494329472877
684,1819.875,21.522500476405288
685,1819.878,21.502495357476484
686,1819.881,21.48247897268646
687,1819.884,21.462451322035225
688,1819.886,21.442412405522774
689,1819.889,21.422362223149108
690,1819.892,21.402300774914224
691,1819.895,21.382228060818125
692,1819.897,21.36214408086081
693,1819.9,21.342048835042277
694,1819.903,21.321942323362535
695,1819.905,21.301824545821574
696,1819.908,21.281695502419396
697,1819.911,21.261555193156003
698,1819.914,21.241403618031395
699,1819.916,21.22124077704557
700,1819.919,21.20106667019853
701,1819.922,21.180881297490274
702,1819.925,21.160684658920804
703,1819.927,21.140476754490116
704,1819.93,21.120257584198214
705,1819.933,21.100027148045093
706,1819.936,21.079785446030762
707,1819.938,21.05953247815521
708,1819.941,21.039268244418444
709,1819.944,21.018992744820462
710,1819.947,20.99870597936127
711,1819.949,20.978407948040854
712,1819.952,20.958098650859224
713,1819.955,20.93777808781638
714,1819.958,20.91744625891232
715,1819.96,20.897103164147047
716,1819.963,20.876748803520552
717,1819.966,20.856383177032846
718,1819.968,20.836006284683926
719,1819.971,20.815618126473787
720,1819.974,20.79521870240243
721,1819.977,20.77480801246986
722,1819.979,20.75438605667608
723,1819.982,20.73395283502108
724,1819.985,20.713508347504856
725,1819.988,20.693052594127426
726,1819.99,20.672585574888778
727,1819.993,20.652107289788916
728,1819.996,20.631617738827835
729,1819.999,20.61111692200554
730,1820.001,20.590604840020344
731,1820.004,20.538142610127434
732,1820.007,20.485398030798315
733,1820.01,20.43237109241308
734,1820.012,20.37906178535183
735,1820.015,20.325470099994654
736,1820.018,20.2715960267216
737,1820.02,20.217439555912758
738,1820.023,20.230994704969703
739,1820.026,20.176737850304818
740,1820.029,20.122199204159063
741,1820.031,20.067378756912525
742,1820.034,20.012276498945283
743,1820.037,19.996040496801285
744,1820.04,19.940641993424663
745,1820.042,19.884962016024506
746,1820.045,19.82900055498087
747,1820.048,19.85311417806286
748,1820.051,19.89912964513008
749,1820.053,19.952772497875078
750,1820.056,19.897678921884825
751,1820.059,19.842306536588644
752,1820.061,19.786655332366575
753,1820.064,19.730725299598753
754,1820.067,19.67451642866517
755,1820.07,19.64481423574233
756,1820.072,19.588230620859374
757,1820.075,19.531368389068852
758,1820.078,19.51440581944536
759,1820.081,19.47889522998581
760,1820.083,19.42161968318019
761,1820.086,19.364066058182452
762,1820.089,19.306234345372733
763,1820.092,19.24812453513105
764,1820.094,19.208280443388855
765,1820.097,19.14974107489863
766,1820.1,19.11255821641847
767,1820.102,19.08039623422594
768,1820.105,19.021353917124213
769,1820.108,18.96203407016575
770,1820.111,18.993095386425967
771,1820.113,18.933839704328058
772,1820.116,18.87430731006657
773,1820.119,18.814498194021592
774,1820.122,18.953243364984427
775,1820.124,18.97047463915084
776,1820.127,18.95424989038818
777,1820.13,18.925972064056175
778,1820.133,18.867748339542228
779,1820.135,18.80925107743801
780,1820.138,18.751510480654225
781,1820.141,18.692473151480552
782,1820.143,18.63419247800739
783,1820.146,18.57461506252442
784,1820.149,18.515794293122042
785,1820.152,18.455676772089927
786,1820.154,18.396315887518508
787,1820.157,18.336688454228035
788,1820.16,18.276794472218548
789,1820.163,18.215603728959398
790,1820.165,18.154139400010397
791,1820.168,18.092401475751608
792,1820.171,18.03038994656311
793,1820.173,17.942525173332243
794,1820.176,17.85456221920682
795,1820.179,17.79637699745717
796,1820.182,17.70842100334323
797,1820.184,17.646969171631163
798,1820.187,17.558633161852164
799,1820.19,17.5472814783579
800,1820.193,17.41798235706068
801,1820.195,17.276587041716585
802,1820.198,17.15489785075391
803,1820.201,17.073476303104506
804,1820.204,16.985164332541405
805,1820.206,16.945368280751282
806,1820.209,16.883998751295277
807,1820.212,16.867682236200167
808,1820.214,16.807099862398232
809,1820.217,16.746248592617007
810,1820.22,16.772696491959888
811,1820.223,16.682226175178773
812,1820.225,16.61558294834066
813,1820.228,16.601823525111136
814,1820.231,16.541991716638915
815,1820.234,16.452205501166336
816,1820.236,16.422093089880335
817,1820.239,16.368713516043844
818,1820.242,16.331046257118196
819,1820.245,16.245204283520934
820,1820.247,16.159262993878663
821,1820.25,16.07322213807345
822,1820.253,15.987081465987448
823,1820.255,15.88753932016651
824,1820.258,15.847466348422579
825,1820.261,15.84536179005836
826,1820.264,15.778788200852764
827,1820.266,15.651887445641623
828,1820.269,15.57864705816222
829,1820.272,15.550944668456301
830,1820.275,15.530782166453793
831,1820.277,15.513043982193167
832,1820.28,15.508901199617043
833,1820.283,15.49558423302365
834,1820.286,15.486423012809352
835,1820.288,15.498959713534743
836,1820.291,15.526131076009193
837,1820.294,15.468105656508015
838,1820.296,15.477801842348658
839,1820.299,15.475327486597473
840,1820.302,15.417329844612771
841,1820.305,15.359060906478932
842,1820.307,15.301543847755799
843,1820.31,15.20384423390403
844,1820.313,15.136016141829492
845,1820.316,15.0899794041591
846,1820.318,15.086464869641073
847,1820.321,15.125529257318547
848,1820.324,15.120902648606132
849,1820.327,15.103393517505772
850,1820.329,15.08523827800547
851,1820.332,15.096102619282995
852,1820.335,15.116420146282156
853,1820.337,15.151412897419366
854,1820.34,15.096098414416357
855,1820.343,15.062151446610871
856,1820.346,15.081656349220069
857,1820.348,15.026202670797318
858,1820.351,15.012721633597314
859,1820.354,15.019867280661268
860,1820.357,15.029236910651353
861,1820.359,15.023331561683777
862,1820.362,15.020590101182234
863,1820.365,15.021034092195444
864,1820.367,15.023654914101218
865,1820.37,15.047010976248323
866,1820.373,14.992343144208688
867,1820.376,14.93741348202035
868,1820.378,14.882221980063418
869,1820.381,14.933910731903252
870,1820.384,14.955163093782902
871,1820.387,14.900439596081261
872,1820.389,14.901087409130875
873,1820.392,14.927610356348792
874,1820.395,14.943097220759094
875,1820.398,15.018556010649565
876,1820.4,15.101854675801375
877,1820.403,15.178620702071443
878,1820.406,15.331223102943497
879,1820.408,15.489092115165244
880,1820.411,15.578314391739076
881,1820.414,15.625479981704785
882,1820.417,15.638775251532614
883,1820.419,15.662211776607208
884,1820.422,15.665773491056576
885,1820.425,15.672020112426964
886,1820.428,15.648994441592153
887,1820.43,15.615001566570635
888,1820.433,15.560657223551301
889,1820.436,15.554606069317565
890,1820.439,15.545471343322532
891,1820.441,15.540450796036096
892,1820.444,15.496303966512572
893,1820.447,15.451911881960983
894,1820.449,15.407274532761429
895,1820.452,15.380935734845293
896,1820.455,15.354478318516438
897,1820.458,15.32790244731345
898,1820.46,15.282664459223687
899,1820.463,15.267057841250208
900,1820.466,15.291588781233669
901,1820.469,15.316353701699967
902,1820.471,15.365048135388124
903,1820.474,15.406928201243174
904,1820.477,15.43576423107817
905,1820.48,15.446314480072378
906,1820.482,15.40239551757309
907,1820.485,15.42623017550645
908,1820.488,15.458530557551367
909,1820.49,15.493172309585542
910,1820.493,15.550774458417319
911,1820.496,15.599555950449556
912,1820.499,15.616789710403054
913,1820.501,15.59401673848972
914,1820.504,15.575262279999272
915,1820.507,15.592491244423105
916,1820.51,15.625345886766159
917,1820.512,15.583273607231131
918,1820.515,15.578054565419508
919,1820.518,15.562552306252655
920,1820.52,15.541847859372476
921,1820.523,15.534450105974088
922,1820.526,15.539420506546117
923,1820.529,15.497091495419523
924,1820.531,15.454529581241038
925,1820.534,15.472517293697774
926,1820.537,15.485536202489087
927,1820.54,15.44307126671525
928,1820.542,15.439522552624585
929,1820.545,15.441160441978255
930,1820.548,15.398570274097303
