,Descending_Time,Solar_Cycle_Maxima
0,4.300999999999931,187.96863902615033
1,6.002999999999929,212.95413330973128
2,7.268000000000029,111.5745077547343
3,6.80600000000004,143.48306716058948
4,7.720000000000027,104.84738167615347
5,5.594000000000051,157.1630814873329
6,8.230000000000018,124.49070290818196
7,7.346000000000004,193.01656180493936
8,5.432999999999993,213.42028171045504
9,6.434999999999945,282.64273318253447
10,5.963999999999942,158.5187536267582
11,6.542999999999893,227.14621509247408
12,7.205000000000155,213.49288933813415
13,6.8969999999999345,177.8949868211187
14,5.541000000000167,105.30666657530708
